report_id,comment_id,account_id,report_reason,reported_at,reporter_type
REP-000738,COM-001452,ACC-000130,fake_engagement,2026-06-04 01:56:24,trusted_flagger
REP-000739,COM-001452,ACC-000130,fake_engagement,2026-06-02 07:40:08,automated_system
REP-000740,COM-001453,ACC-000130,spam,2026-06-02 19:31:39,user
REP-000741,COM-001453,ACC-000130,fake_engagement,2026-06-04 18:22:44,user
REP-000742,COM-001455,ACC-000130,fake_engagement,2026-06-03 08:27:03,user
REP-000743,COM-001456,ACC-000130,spam,2026-06-02 11:34:40,automated_system
REP-000744,COM-001456,ACC-000130,spam,2026-05-31 08:20:04,user
REP-000745,COM-001457,ACC-000130,spam,2026-06-04 03:21:41,automated_system
REP-000746,COM-001458,ACC-000130,spam,2026-06-02 06:44:33,user
REP-000747,COM-001464,ACC-000133,hate_speech,2025-01-12 18:33:09,user
REP-000748,COM-001464,ACC-000133,harassment,2025-01-10 02:15:45,user
REP-000749,COM-001464,ACC-000133,hate_speech,2025-01-10 17:39:30,user
REP-000750,COM-001465,ACC-000133,harassment,2025-09-26 09:03:30,automated_system
REP-000751,COM-001465,ACC-000133,hate_speech,2025-09-29 03:24:50,user
REP-000752,COM-001466,ACC-000133,harassment,2025-11-28 16:01:07,automated_system
REP-000753,COM-001467,ACC-000133,harassment,2026-03-22 05:56:08,automated_system
REP-000754,COM-001468,ACC-000133,hate_speech,2024-06-24 16:41:42,user
REP-000755,COM-001502,ACC-000138,misinformation,2026-06-01 02:10:54,user
REP-000756,COM-001505,ACC-000138,misinformation,2026-05-26 06:32:31,user
REP-000757,COM-001506,ACC-000138,spam,2026-05-29 05:07:34,user
REP-000758,COM-001511,ACC-000138,misinformation,2026-05-29 18:40:23,automated_system
REP-000759,COM-001512,ACC-000138,spam,2026-05-28 19:10:29,user
REP-000760,COM-001512,ACC-000138,misinformation,2026-05-28 01:08:46,user
REP-000761,COM-001513,ACC-000138,misinformation,2026-05-30 11:43:42,user
REP-000762,COM-001517,ACC-000138,spam,2026-05-23 17:37:25,user
REP-000763,COM-001520,ACC-000138,spam,2026-06-03 10:06:24,user
REP-000764,COM-001520,ACC-000138,misinformation,2026-06-01 17:27:51,trusted_flagger
REP-000765,COM-001521,ACC-000138,misinformation,2026-05-18 04:19:59,trusted_flagger
REP-000766,COM-001525,ACC-000138,misinformation,2026-05-31 03:10:42,user
REP-000767,COM-001529,ACC-000138,misinformation,2026-05-23 06:28:30,user
REP-000768,COM-001532,ACC-000138,spam,2026-06-04 17:30:44,automated_system
REP-000769,COM-001541,ACC-000139,spam,2026-05-25 04:36:27,trusted_flagger
REP-000770,COM-001544,ACC-000139,spam,2026-05-16 20:35:05,user
REP-000771,COM-001546,ACC-000139,spam,2026-05-26 04:19:19,automated_system
REP-000772,COM-001549,ACC-000139,misinformation,2026-05-30 04:29:06,automated_system
REP-000773,COM-001551,ACC-000139,misinformation,2026-05-06 13:47:29,user
REP-000774,COM-001584,ACC-000144,hate_speech,2026-03-08 15:24:08,automated_system
REP-000775,COM-001586,ACC-000144,hate_speech,2026-03-28 07:33:49,automated_system
REP-000776,COM-001586,ACC-000144,hate_speech,2026-03-30 03:31:55,automated_system
REP-000777,COM-001587,ACC-000144,hate_speech,2026-03-12 04:00:49,automated_system
REP-000778,COM-001588,ACC-000144,harassment,2026-02-12 06:04:27,user
REP-000779,COM-001589,ACC-000144,hate_speech,2026-03-31 00:12:21,user
REP-000780,COM-001589,ACC-000144,hate_speech,2026-04-01 11:00:38,trusted_flagger
REP-000781,COM-001589,ACC-000144,hate_speech,2026-03-31 08:10:02,user
REP-000782,COM-001589,ACC-000144,harassment,2026-03-30 09:55:00,automated_system
REP-000783,COM-001589,ACC-000144,harassment,2026-04-01 02:02:42,user
REP-000784,COM-001590,ACC-000144,harassment,2026-04-22 13:51:11,user
REP-000785,COM-001591,ACC-000144,harassment,2026-02-20 02:50:44,user
REP-000786,COM-001593,ACC-000144,harassment,2026-02-14 16:24:44,user
REP-000787,COM-001594,ACC-000144,harassment,2026-04-03 18:20:04,user
REP-000788,COM-001599,ACC-000144,harassment,2026-05-13 09:15:46,automated_system
REP-000789,COM-001600,ACC-000144,harassment,2026-05-02 09:45:45,user
REP-000790,COM-001600,ACC-000144,hate_speech,2026-05-03 19:02:27,user
REP-000791,COM-001601,ACC-000144,harassment,2026-03-19 04:46:02,user
REP-000792,COM-001602,ACC-000144,harassment,2026-04-24 09:15:50,automated_system
REP-000793,COM-001602,ACC-000144,harassment,2026-04-23 16:11:44,automated_system
REP-000794,COM-001603,ACC-000144,hate_speech,2026-03-19 05:12:26,automated_system
REP-000795,COM-001603,ACC-000144,harassment,2026-03-20 20:01:59,automated_system
REP-000796,COM-001604,ACC-000144,harassment,2026-03-13 12:38:31,automated_system
REP-000797,COM-001628,ACC-000148,spam,2026-06-01 17:46:07,automated_system
REP-000798,COM-001628,ACC-000148,misinformation,2026-06-03 12:50:08,automated_system
REP-000799,COM-001631,ACC-000148,spam,2026-05-30 13:38:01,user
REP-000800,COM-001633,ACC-000148,spam,2026-06-02 00:20:49,automated_system
REP-000801,COM-001633,ACC-000148,spam,2026-06-02 04:51:08,user
REP-000802,COM-001649,ACC-000151,harassment,2025-06-24 19:19:14,user
REP-000803,COM-001649,ACC-000151,hate_speech,2025-06-27 10:52:54,trusted_flagger
REP-000804,COM-001650,ACC-000151,spam,2025-06-06 06:25:48,automated_system
REP-000805,COM-001651,ACC-000151,spam,2025-06-22 08:33:32,user
REP-000806,COM-001652,ACC-000151,harassment,2025-06-07 20:13:32,automated_system
REP-000807,COM-001652,ACC-000151,spam,2025-06-08 19:55:18,trusted_flagger
REP-000808,COM-001652,ACC-000151,hate_speech,2025-06-08 08:51:39,user
REP-000809,COM-001654,ACC-000151,spam,2025-05-09 11:45:20,user
REP-000810,COM-001657,ACC-000151,harassment,2025-05-01 12:09:02,automated_system
REP-000811,COM-001658,ACC-000151,harassment,2025-05-05 16:26:30,automated_system
REP-000812,COM-001658,ACC-000151,spam,2025-05-05 16:54:00,automated_system
REP-000813,COM-001659,ACC-000151,hate_speech,2025-05-24 18:43:22,trusted_flagger
REP-000814,COM-001661,ACC-000151,harassment,2025-06-21 17:02:38,user
REP-000815,COM-001663,ACC-000151,spam,2025-07-16 13:53:53,automated_system
REP-000816,COM-001663,ACC-000151,spam,2025-07-18 11:39:13,trusted_flagger
REP-000817,COM-001665,ACC-000151,harassment,2026-05-27 22:46:48,automated_system
REP-000818,COM-001668,ACC-000151,hate_speech,2026-04-17 20:32:44,automated_system
REP-000819,COM-001669,ACC-000151,spam,2025-12-07 15:34:20,user
REP-000820,COM-001670,ACC-000151,spam,2025-06-18 08:42:34,user
REP-000821,COM-001670,ACC-000151,harassment,2025-06-17 06:29:43,user
REP-000822,COM-001670,ACC-000151,hate_speech,2025-06-16 02:44:54,user
REP-000823,COM-001670,ACC-000151,hate_speech,2025-06-18 03:03:38,automated_system
REP-000824,COM-001671,ACC-000151,hate_speech,2025-04-14 01:38:43,automated_system
REP-000825,COM-001672,ACC-000151,spam,2026-02-21 07:11:39,automated_system
REP-000826,COM-001673,ACC-000151,spam,2025-03-11 07:07:24,automated_system
REP-000827,COM-001673,ACC-000151,hate_speech,2025-03-11 00:46:23,user
REP-000828,COM-001674,ACC-000151,spam,2026-02-19 21:22:14,user
REP-000829,COM-001674,ACC-000151,harassment,2026-02-22 07:46:18,user
REP-000830,COM-001674,ACC-000151,spam,2026-02-22 23:56:03,user
REP-000831,COM-001674,ACC-000151,harassment,2026-02-22 10:50:24,user
REP-000832,COM-001676,ACC-000151,harassment,2026-01-14 23:25:22,user
REP-000833,COM-001677,ACC-000151,hate_speech,2025-11-24 22:56:31,user
REP-000834,COM-001713,ACC-000158,harassment,2026-02-15 20:22:37,user
REP-000835,COM-001743,ACC-000164,scam,2026-05-30 11:20:32,automated_system
REP-000836,COM-001743,ACC-000164,impersonation,2026-05-31 05:25:10,automated_system
REP-000837,COM-001749,ACC-000164,scam,2026-05-28 09:29:59,user
REP-000838,COM-001749,ACC-000164,impersonation,2026-05-28 19:44:13,automated_system
REP-000839,COM-001750,ACC-000164,scam,2026-05-31 19:27:14,user
REP-000840,COM-001753,ACC-000164,impersonation,2026-06-01 00:08:02,trusted_flagger
REP-000841,COM-001753,ACC-000164,scam,2026-06-01 23:16:56,automated_system
REP-000842,COM-001757,ACC-000164,scam,2026-05-27 13:10:19,automated_system
REP-000843,COM-001764,ACC-000164,impersonation,2026-06-02 07:37:12,user
REP-000844,COM-001764,ACC-000164,impersonation,2026-06-01 07:38:38,automated_system
REP-000845,COM-001766,ACC-000164,scam,2026-05-31 12:19:44,automated_system
REP-000846,COM-001767,ACC-000164,scam,2026-06-02 12:33:07,user
REP-000847,COM-001773,ACC-000165,hate_speech,2023-11-17 00:06:22,user
REP-000848,COM-001778,ACC-000165,harassment,2023-12-22 23:06:29,trusted_flagger
REP-000849,COM-001779,ACC-000165,harassment,2024-07-23 09:24:16,automated_system
REP-000850,COM-001781,ACC-000165,hate_speech,2024-05-01 20:16:54,trusted_flagger
REP-000851,COM-001802,ACC-000171,impersonation,2026-06-04 04:29:14,user
REP-000852,COM-001803,ACC-000171,scam,2026-05-30 17:31:51,user
REP-000853,COM-001803,ACC-000171,impersonation,2026-05-30 07:20:01,user
REP-000854,COM-001803,ACC-000171,impersonation,2026-05-31 07:41:33,automated_system
REP-000855,COM-001805,ACC-000171,scam,2026-06-01 13:53:30,user
REP-000856,COM-001807,ACC-000171,impersonation,2026-06-01 12:18:00,user
REP-000857,COM-001807,ACC-000171,scam,2026-06-02 17:15:39,user
REP-000858,COM-001807,ACC-000171,impersonation,2026-05-30 00:33:52,user
REP-000859,COM-001808,ACC-000171,scam,2026-06-01 18:15:37,trusted_flagger
REP-000860,COM-001810,ACC-000171,impersonation,2026-05-28 05:19:41,user
REP-000861,COM-001811,ACC-000171,scam,2026-05-28 10:55:17,user
REP-000862,COM-001812,ACC-000171,scam,2026-05-31 14:48:46,user
REP-000863,COM-001812,ACC-000171,scam,2026-05-30 12:14:42,user
REP-000864,COM-001813,ACC-000171,scam,2026-05-27 09:12:34,user
REP-000865,COM-001813,ACC-000171,scam,2026-05-28 22:02:06,automated_system
REP-000866,COM-001813,ACC-000171,impersonation,2026-05-29 02:06:24,user
REP-000867,COM-001814,ACC-000171,scam,2026-06-03 18:55:46,trusted_flagger
REP-000868,COM-001814,ACC-000171,scam,2026-06-02 16:49:51,user
REP-000869,COM-001816,ACC-000171,scam,2026-05-30 22:21:51,automated_system
REP-000870,COM-001816,ACC-000171,impersonation,2026-05-30 10:16:54,user
REP-000871,COM-001817,ACC-000171,impersonation,2026-05-31 05:04:43,automated_system
REP-000872,COM-001818,ACC-000171,scam,2026-06-03 00:25:35,automated_system
REP-000873,COM-001819,ACC-000171,scam,2026-06-01 17:09:59,automated_system
REP-000874,COM-001823,ACC-000171,scam,2026-05-30 01:18:33,user
REP-000875,COM-001824,ACC-000171,scam,2026-05-29 21:29:32,trusted_flagger
REP-000876,COM-001826,ACC-000171,impersonation,2026-06-03 11:20:06,trusted_flagger
REP-000877,COM-001829,ACC-000171,scam,2026-06-01 08:46:43,user
REP-000878,COM-001830,ACC-000171,impersonation,2026-05-28 12:15:41,user
REP-000879,COM-001833,ACC-000171,scam,2026-05-30 17:30:23,user
REP-000880,COM-001833,ACC-000171,scam,2026-05-31 14:03:40,automated_system
REP-000881,COM-001833,ACC-000171,impersonation,2026-05-31 09:48:02,automated_system
REP-000882,COM-001834,ACC-000171,impersonation,2026-05-29 18:26:25,user
REP-000883,COM-001834,ACC-000171,scam,2026-05-29 10:27:41,automated_system
REP-000884,COM-001835,ACC-000171,scam,2026-05-30 04:43:27,automated_system
REP-000885,COM-001843,ACC-000174,spam,2026-05-28 04:18:20,user
REP-000886,COM-001849,ACC-000174,misinformation,2026-05-19 11:16:01,automated_system
REP-000887,COM-001849,ACC-000174,spam,2026-05-19 07:16:53,trusted_flagger
REP-000888,COM-001850,ACC-000174,spam,2026-05-28 17:41:23,user
REP-000889,COM-001850,ACC-000174,misinformation,2026-05-28 08:37:19,user
REP-000890,COM-001850,ACC-000174,misinformation,2026-05-27 17:43:15,trusted_flagger
REP-000891,COM-001857,ACC-000174,spam,2026-05-19 02:04:12,automated_system
REP-000892,COM-001859,ACC-000175,spam,2026-05-30 01:49:02,user
REP-000893,COM-001859,ACC-000175,fake_engagement,2026-05-30 06:16:29,automated_system
REP-000894,COM-001859,ACC-000175,fake_engagement,2026-06-01 12:31:42,user
REP-000895,COM-001859,ACC-000175,spam,2026-05-31 14:55:02,user
REP-000896,COM-001859,ACC-000175,spam,2026-05-31 06:05:45,trusted_flagger
REP-000897,COM-001859,ACC-000175,fake_engagement,2026-05-30 15:20:18,user
REP-000898,COM-001860,ACC-000175,spam,2026-05-30 13:04:30,user
REP-000899,COM-001863,ACC-000175,spam,2026-05-25 18:16:47,user
REP-000900,COM-001863,ACC-000175,fake_engagement,2026-05-24 08:43:59,user
REP-000901,COM-001863,ACC-000175,spam,2026-05-26 10:58:27,user
REP-000902,COM-001864,ACC-000175,spam,2026-05-28 23:19:54,user
REP-000903,COM-001864,ACC-000175,spam,2026-05-28 20:06:16,user
REP-000904,COM-001865,ACC-000175,fake_engagement,2026-05-31 19:30:46,user
REP-000905,COM-001867,ACC-000175,fake_engagement,2026-05-26 12:37:18,automated_system
REP-000906,COM-001868,ACC-000175,spam,2026-06-01 11:46:27,user
REP-000907,COM-001868,ACC-000175,spam,2026-06-02 17:30:01,user
REP-000908,COM-001868,ACC-000175,spam,2026-06-04 21:37:02,user
REP-000909,COM-001871,ACC-000175,spam,2026-05-30 01:16:46,user
REP-000910,COM-001873,ACC-000175,fake_engagement,2026-05-28 06:38:15,user
REP-000911,COM-001873,ACC-000175,spam,2026-05-29 02:21:10,user
REP-000912,COM-001874,ACC-000175,spam,2026-05-30 01:05:33,trusted_flagger
REP-000913,COM-001874,ACC-000175,spam,2026-05-28 01:40:24,user
REP-000914,COM-001876,ACC-000175,spam,2026-05-28 13:04:28,user
REP-000915,COM-001877,ACC-000175,spam,2026-05-30 20:12:45,automated_system
REP-000916,COM-001883,ACC-000175,fake_engagement,2026-06-03 15:46:55,user
REP-000917,COM-001883,ACC-000175,fake_engagement,2026-06-01 00:12:32,user
REP-000918,COM-001883,ACC-000175,fake_engagement,2026-05-31 07:56:17,user
REP-000919,COM-001883,ACC-000175,spam,2026-06-02 16:48:09,user
REP-000920,COM-001884,ACC-000175,spam,2026-05-26 05:18:51,trusted_flagger
REP-000921,COM-001885,ACC-000175,fake_engagement,2026-05-23 07:04:56,trusted_flagger
REP-000922,COM-001885,ACC-000175,fake_engagement,2026-05-26 02:22:18,user
REP-000923,COM-001885,ACC-000175,spam,2026-05-25 05:19:12,user
REP-000924,COM-001885,ACC-000175,fake_engagement,2026-05-24 04:20:50,automated_system
REP-000925,COM-001885,ACC-000175,fake_engagement,2026-05-23 23:40:00,automated_system
REP-000926,COM-001886,ACC-000175,spam,2026-05-29 23:36:57,automated_system
REP-000927,COM-001889,ACC-000175,spam,2026-05-29 04:41:47,user
REP-000928,COM-001890,ACC-000175,spam,2026-05-30 17:32:38,user
REP-000929,COM-001890,ACC-000175,spam,2026-05-28 09:35:00,trusted_flagger
REP-000930,COM-001890,ACC-000175,fake_engagement,2026-05-27 00:38:22,automated_system
REP-000931,COM-001890,ACC-000175,spam,2026-05-29 21:56:56,user
REP-000932,COM-001890,ACC-000175,fake_engagement,2026-05-30 22:23:15,user
REP-000933,COM-001890,ACC-000175,spam,2026-05-27 06:13:11,automated_system
REP-000934,COM-001892,ACC-000175,spam,2026-05-26 09:23:02,trusted_flagger
REP-000935,COM-001892,ACC-000175,fake_engagement,2026-05-28 02:08:13,user
REP-000936,COM-001896,ACC-000175,spam,2026-05-29 23:55:27,automated_system
REP-000937,COM-001896,ACC-000175,fake_engagement,2026-05-29 13:21:14,user
REP-000938,COM-001900,ACC-000175,fake_engagement,2026-05-29 06:43:36,automated_system
REP-000939,COM-001904,ACC-000175,fake_engagement,2026-05-23 12:58:57,user
REP-000940,COM-001904,ACC-000175,fake_engagement,2026-05-24 06:35:00,automated_system
REP-000941,COM-001905,ACC-000175,fake_engagement,2026-06-01 22:43:34,user
REP-000942,COM-001907,ACC-000175,spam,2026-05-29 22:48:35,user
REP-000943,COM-001909,ACC-000175,spam,2026-05-26 02:02:56,user
REP-000944,COM-001909,ACC-000175,fake_engagement,2026-05-23 16:11:52,user
REP-000945,COM-001909,ACC-000175,fake_engagement,2026-05-23 12:01:49,trusted_flagger
REP-000946,COM-001910,ACC-000175,fake_engagement,2026-05-30 20:19:45,user
REP-000947,COM-001933,ACC-000181,spam,2026-06-02 09:54:43,user
REP-000948,COM-001934,ACC-000181,spam,2026-05-22 18:01:05,user
REP-000949,COM-001935,ACC-000181,spam,2026-05-22 10:18:09,user
REP-000950,COM-001938,ACC-000181,misinformation,2026-05-25 00:12:17,user
REP-000951,COM-001938,ACC-000181,misinformation,2026-05-24 05:10:29,user
REP-000952,COM-001938,ACC-000181,spam,2026-05-27 23:06:34,trusted_flagger
REP-000953,COM-001939,ACC-000181,spam,2026-06-01 10:06:51,user
REP-000954,COM-001939,ACC-000181,spam,2026-05-29 10:13:55,user
REP-000955,COM-001944,ACC-000181,spam,2026-05-31 06:23:21,user
REP-000956,COM-001947,ACC-000181,misinformation,2026-05-29 07:09:38,automated_system
REP-000957,COM-001947,ACC-000181,spam,2026-05-29 18:02:18,automated_system
REP-000958,COM-001948,ACC-000181,spam,2026-05-18 01:13:02,user
REP-000959,COM-001949,ACC-000181,misinformation,2026-05-23 06:39:25,automated_system
REP-000960,COM-001950,ACC-000181,misinformation,2026-05-25 09:17:02,user
REP-000961,COM-001952,ACC-000181,spam,2026-05-19 18:29:16,user
REP-000962,COM-001952,ACC-000181,misinformation,2026-05-18 07:18:21,user
REP-000963,COM-001959,ACC-000183,spam,2023-09-07 13:03:02,user
REP-000964,COM-001960,ACC-000183,harassment,2024-11-25 21:00:19,user
REP-000965,COM-001965,ACC-000183,harassment,2026-04-10 19:05:38,user
REP-000966,COM-001965,ACC-000183,harassment,2026-04-11 11:37:52,automated_system
REP-000967,COM-001966,ACC-000183,hate_speech,2023-01-29 00:08:38,user
REP-000968,COM-001966,ACC-000183,spam,2023-01-27 08:52:38,user
REP-000969,COM-001966,ACC-000183,hate_speech,2023-01-27 19:32:53,user
REP-000970,COM-001968,ACC-000183,hate_speech,2025-01-10 23:26:07,automated_system
REP-000971,COM-001969,ACC-000183,hate_speech,2022-02-08 22:59:16,user
REP-000972,COM-001970,ACC-000183,spam,2024-04-19 04:30:05,user
REP-000973,COM-001970,ACC-000183,spam,2024-04-19 06:31:10,user
REP-000974,COM-001970,ACC-000183,spam,2024-04-17 17:40:20,automated_system
REP-000975,COM-001970,ACC-000183,spam,2024-04-17 03:17:54,user
REP-000976,COM-001970,ACC-000183,hate_speech,2024-04-20 23:11:28,user
REP-000977,COM-001975,ACC-000183,harassment,2025-08-31 08:16:15,trusted_flagger
REP-000978,COM-001976,ACC-000183,hate_speech,2025-07-14 10:03:46,user
REP-000979,COM-001977,ACC-000183,hate_speech,2022-11-10 03:28:02,user
REP-000980,COM-001979,ACC-000183,harassment,2024-07-20 23:39:19,automated_system
REP-000981,COM-001980,ACC-000183,spam,2024-03-24 22:20:40,user
REP-000982,COM-001980,ACC-000183,harassment,2024-03-24 08:38:44,user
REP-000983,COM-001981,ACC-000183,hate_speech,2026-01-10 09:05:08,automated_system
REP-000984,COM-001981,ACC-000183,harassment,2026-01-11 15:47:06,automated_system
REP-000985,COM-001982,ACC-000183,hate_speech,2026-02-27 10:05:08,automated_system
REP-000986,COM-001982,ACC-000183,harassment,2026-02-28 06:16:36,automated_system
REP-000987,COM-001983,ACC-000183,spam,2024-10-03 05:53:35,automated_system
REP-000988,COM-001983,ACC-000183,harassment,2024-09-30 17:15:56,user
REP-000989,COM-001983,ACC-000183,harassment,2024-09-30 22:42:55,user
REP-000990,COM-001984,ACC-000183,spam,2022-02-17 22:08:52,trusted_flagger
REP-000991,COM-001984,ACC-000183,harassment,2022-02-16 19:44:23,user
REP-000992,COM-001992,ACC-000187,hate_speech,2026-01-23 17:26:50,user
REP-000993,COM-001993,ACC-000187,harassment,2026-01-19 14:36:23,automated_system
REP-000994,COM-001993,ACC-000187,hate_speech,2026-01-22 09:20:20,trusted_flagger
REP-000995,COM-001995,ACC-000187,hate_speech,2024-07-06 12:10:40,automated_system
REP-000996,COM-001998,ACC-000187,hate_speech,2025-06-11 08:38:29,user
REP-000997,COM-001999,ACC-000187,hate_speech,2024-02-09 15:32:29,automated_system
REP-000998,COM-001999,ACC-000187,hate_speech,2024-02-12 20:14:35,user
REP-000999,COM-002001,ACC-000187,hate_speech,2024-02-26 21:00:53,user
REP-001000,COM-002002,ACC-000187,harassment,2024-09-12 08:44:41,user
REP-001001,COM-002002,ACC-000187,hate_speech,2024-09-12 22:35:47,user
REP-001002,COM-002003,ACC-000187,hate_speech,2025-01-06 22:06:12,trusted_flagger
REP-001003,COM-002003,ACC-000187,harassment,2025-01-07 02:06:51,user
REP-001004,COM-002003,ACC-000187,harassment,2025-01-05 06:53:22,automated_system
REP-001005,COM-002004,ACC-000187,hate_speech,2025-08-14 10:26:33,user
REP-001006,COM-002007,ACC-000187,harassment,2024-05-11 23:40:49,user
REP-001007,COM-002010,ACC-000187,harassment,2026-03-13 07:00:50,automated_system
REP-001008,COM-002011,ACC-000187,hate_speech,2025-11-16 16:29:14,user
REP-001009,COM-002012,ACC-000187,harassment,2024-08-16 01:49:40,automated_system
REP-001010,COM-002012,ACC-000187,harassment,2024-08-16 09:58:15,automated_system
REP-001011,COM-002013,ACC-000187,hate_speech,2024-01-28 05:05:53,automated_system
REP-001012,COM-002014,ACC-000187,hate_speech,2024-11-13 21:02:57,user
REP-001013,COM-002015,ACC-000187,hate_speech,2026-01-24 12:40:01,user
REP-001014,COM-002016,ACC-000187,harassment,2024-06-26 22:17:28,user
REP-001015,COM-002044,ACC-000194,scam,2026-05-30 07:32:21,user
REP-001016,COM-002045,ACC-000194,scam,2026-05-30 06:56:14,user
REP-001017,COM-002045,ACC-000194,impersonation,2026-05-29 16:44:42,user
REP-001018,COM-002048,ACC-000194,scam,2026-05-28 07:39:45,user
REP-001019,COM-002050,ACC-000194,impersonation,2026-06-02 22:35:37,automated_system
REP-001020,COM-002052,ACC-000194,scam,2026-05-30 17:41:28,automated_system
REP-001021,COM-002052,ACC-000194,scam,2026-05-30 17:57:58,user
REP-001022,COM-002055,ACC-000194,scam,2026-05-28 20:07:48,user
REP-001023,COM-002055,ACC-000194,impersonation,2026-05-30 05:25:03,automated_system
REP-001024,COM-002056,ACC-000194,scam,2026-05-31 04:54:06,user
REP-001025,COM-002056,ACC-000194,impersonation,2026-06-01 07:06:14,user
REP-001026,COM-002059,ACC-000194,impersonation,2026-05-28 10:57:32,user
REP-001027,COM-002066,ACC-000194,impersonation,2026-05-30 07:10:55,user
REP-001028,COM-002066,ACC-000194,scam,2026-05-27 02:57:27,automated_system
REP-001029,COM-002068,ACC-000194,impersonation,2026-06-04 21:48:32,automated_system
REP-001030,COM-002068,ACC-000194,impersonation,2026-06-02 05:56:51,user
REP-001031,COM-002068,ACC-000194,impersonation,2026-06-04 13:57:38,user
REP-001032,COM-002069,ACC-000194,scam,2026-06-01 04:27:50,user
REP-001033,COM-002070,ACC-000194,scam,2026-06-02 12:55:40,user
REP-001034,COM-002080,ACC-000195,misinformation,2026-03-02 01:38:41,user
REP-001035,COM-002084,ACC-000196,harassment,2024-06-05 08:26:27,user
REP-001036,COM-002084,ACC-000196,harassment,2024-06-04 19:00:46,user
REP-001037,COM-002086,ACC-000196,hate_speech,2024-08-20 09:19:55,trusted_flagger
REP-001038,COM-002088,ACC-000196,harassment,2024-11-01 08:49:07,automated_system
REP-001039,COM-002089,ACC-000196,hate_speech,2024-06-09 06:39:27,trusted_flagger
REP-001040,COM-002090,ACC-000196,hate_speech,2024-10-04 18:06:53,automated_system
REP-001041,COM-002092,ACC-000196,hate_speech,2025-12-31 23:00:13,user
REP-001042,COM-002092,ACC-000196,harassment,2026-01-03 14:42:54,automated_system
REP-001043,COM-002099,ACC-000196,harassment,2025-11-17 14:29:36,user
REP-001044,COM-002100,ACC-000196,harassment,2025-07-20 00:48:41,trusted_flagger
REP-001045,COM-002101,ACC-000196,harassment,2026-02-04 16:27:51,automated_system
REP-001046,COM-002101,ACC-000196,hate_speech,2026-02-04 12:33:02,user
REP-001047,COM-002101,ACC-000196,harassment,2026-02-06 17:44:18,trusted_flagger
REP-001048,COM-002101,ACC-000196,hate_speech,2026-02-06 12:24:00,user
REP-001049,COM-002101,ACC-000196,harassment,2026-02-06 21:56:18,user
REP-001050,COM-002103,ACC-000196,hate_speech,2026-04-08 05:37:58,trusted_flagger
REP-001051,COM-002122,ACC-000199,harassment,2024-12-11 02:07:48,automated_system
REP-001052,COM-002122,ACC-000199,hate_speech,2024-12-11 12:00:07,automated_system
REP-001053,COM-002123,ACC-000199,harassment,2025-01-23 11:14:43,user
REP-001054,COM-002124,ACC-000199,harassment,2025-05-28 08:38:51,trusted_flagger
REP-001055,COM-002128,ACC-000199,harassment,2024-05-09 06:14:10,automated_system
REP-001056,COM-002128,ACC-000199,spam,2024-05-10 11:20:37,trusted_flagger
REP-001057,COM-002129,ACC-000199,hate_speech,2024-01-30 01:43:30,user
REP-001058,COM-002131,ACC-000199,harassment,2026-05-11 10:39:21,user
REP-001059,COM-002135,ACC-000199,hate_speech,2025-05-24 14:59:02,automated_system
REP-001060,COM-002135,ACC-000199,harassment,2025-05-25 18:44:40,user
REP-001061,COM-002135,ACC-000199,hate_speech,2025-05-26 12:26:25,user
REP-001062,COM-002140,ACC-000199,spam,2023-09-21 23:43:08,trusted_flagger
REP-001063,COM-002141,ACC-000199,spam,2023-07-02 02:25:56,user
REP-001064,COM-002142,ACC-000199,hate_speech,2026-01-10 08:59:30,automated_system
REP-001065,COM-002142,ACC-000199,harassment,2026-01-10 21:22:24,user
REP-001066,COM-002143,ACC-000199,spam,2025-03-30 21:32:16,automated_system
REP-001067,COM-002143,ACC-000199,hate_speech,2025-03-28 07:08:34,user
REP-001068,COM-002145,ACC-000199,harassment,2023-11-07 14:09:01,user
REP-001069,COM-002145,ACC-000199,spam,2023-11-08 15:43:58,automated_system
REP-001070,COM-002145,ACC-000199,spam,2023-11-08 01:01:53,automated_system
REP-001071,COM-002146,ACC-000199,harassment,2023-09-26 01:42:29,user
REP-001072,COM-002147,ACC-000199,spam,2023-09-05 20:15:49,user
REP-001073,COM-002148,ACC-000199,hate_speech,2023-12-11 09:47:55,user
REP-001074,COM-002148,ACC-000199,harassment,2023-12-08 18:54:32,automated_system
REP-001075,COM-002148,ACC-000199,spam,2023-12-09 00:19:34,user
REP-001076,COM-002149,ACC-000199,harassment,2025-07-04 10:54:56,user
REP-001077,COM-002150,ACC-000199,hate_speech,2024-09-05 07:08:41,user
REP-001078,COM-002151,ACC-000199,hate_speech,2025-10-09 16:39:12,user
REP-001079,COM-002152,ACC-000199,hate_speech,2023-07-07 12:04:14,user
REP-001080,COM-002156,ACC-000200,fake_engagement,2026-06-04 20:13:46,automated_system
REP-001081,COM-002162,ACC-000200,spam,2026-06-02 09:54:07,automated_system
REP-001082,COM-002166,ACC-000200,spam,2026-05-31 01:12:07,user
REP-001083,COM-002172,ACC-000200,spam,2026-05-31 13:25:01,trusted_flagger
REP-001084,COM-002172,ACC-000200,spam,2026-06-02 02:58:25,trusted_flagger
REP-001085,COM-002172,ACC-000200,spam,2026-06-01 14:19:29,user
REP-001086,COM-002173,ACC-000200,spam,2026-06-02 15:36:28,trusted_flagger
